,date,open,close,high,low,volume,code
78,2007-05-08,2827.12,2831.26,2849.59,2795.74,40866900.0,sz50
79,2007-05-09,2833.33,2860.31,2867.09,2760.22,65656400.0,sz50
80,2007-05-10,2864.1,2885.72,2903.71,2844.49,51744400.0,sz50
81,2007-05-11,2868.63,2867.97,2880.86,2809.7,36816400.0,sz50
82,2007-05-14,2823.46,2885.5,2919.44,2803.52,39575900.0,sz50
83,2007-05-15,2888.91,2770.66,2895.32,2768.93,38858500.0,sz50
84,2007-05-16,2764.26,2828.52,2829.53,2731.82,31148000.0,sz50
85,2007-05-17,2837.72,2872.79,2888.45,2825.21,31849100.0,sz50
86,2007-05-18,2862.94,2854.32,2875.62,2835.98,28400600.0,sz50
87,2007-05-21,2763.77,2864.7,2875.02,2757.57,39162700.0,sz50
88,2007-05-22,2873.31,2882.67,2903.85,2869.01,38477600.0,sz50
89,2007-05-23,2887.64,2919.94,2920.76,2862.49,35205400.0,sz50
90,2007-05-24,2927.49,2906.81,2949.88,2866.94,42211400.0,sz50
91,2007-05-25,2894.7,2942.51,2958.74,2881.5,34208700.0,sz50
92,2007-05-28,2976.76,2998.86,3012.6,2968.91,45005900.0,sz50
93,2007-05-29,3009.44,3050.44,3051.06,3002.91,44126300.0,sz50
94,2007-05-30,2875.79,2857.0,3000.94,2828.86,57231300.0,sz50
95,2007-05-31,2838.1,2940.37,2986.53,2748.06,55067000.0,sz50
96,2007-06-01,2963.47,2906.59,3055.87,2885.52,51653300.0,sz50
97,2007-06-04,2923.41,2695.76,2935.88,2685.73,40329100.0,sz50
98,2007-06-05,2638.42,2778.66,2780.75,2493.31,42908900.0,sz50
99,2007-06-06,2788.97,2781.32,2814.06,2713.08,32093100.0,sz50
100,2007-06-07,2797.23,2856.54,2857.31,2786.77,33261000.0,sz50
101,2007-06-08,2861.81,2856.02,2875.5,2812.94,30917600.0,sz50
102,2007-06-11,2875.11,2918.3,2924.18,2856.99,33671200.0,sz50
103,2007-06-12,2930.43,2982.9,2984.07,2859.6,34702700.0,sz50
104,2007-06-13,3007.65,3045.94,3058.49,3000.92,42017000.0,sz50
105,2007-06-14,3036.35,3010.17,3050.99,2982.81,29069000.0,sz50
106,2007-06-15,2984.27,3035.78,3046.71,2973.96,25335200.0,sz50
107,2007-06-18,3090.17,3133.53,3154.26,3087.8,36491300.0,sz50
108,2007-06-19,3123.89,3132.3,3155.97,3100.83,29323700.0,sz50
109,2007-06-20,3133.31,3059.16,3150.49,3050.43,28110100.0,sz50
110,2007-06-21,3048.37,3109.92,3118.67,3043.3,26187400.0,sz50
111,2007-06-22,3114.82,3037.51,3146.0,2982.23,28717900.0,sz50
112,2007-06-25,3054.28,2942.29,3082.82,2927.78,26834400.0,sz50
113,2007-06-26,2892.03,2966.24,2968.4,2860.72,20064200.0,sz50
114,2007-06-27,2977.19,3057.34,3068.32,2956.81,24177700.0,sz50
115,2007-06-28,3063.24,2969.49,3099.16,2968.99,28983900.0,sz50
116,2007-06-29,2904.35,2915.88,2986.01,2889.64,22462000.0,sz50
117,2007-07-02,2906.14,2910.89,2943.73,2828.36,21783500.0,sz50
118,2007-07-03,2922.1,2955.21,2960.64,2903.3,20359100.0,sz50
119,2007-07-04,2961.38,2877.8,2965.61,2865.0,15252600.0,sz50
120,2007-07-05,2843.69,2745.97,2860.09,2743.42,17273000.0,sz50
121,2007-07-06,2733.69,2860.74,2862.12,2700.76,19178200.0,sz50
122,2007-07-09,2883.54,2939.1,2953.13,2858.92,21534600.0,sz50
123,2007-07-10,2957.06,2936.94,2997.78,2927.73,22359100.0,sz50
124,2007-07-11,2920.74,2937.6,2944.95,2897.31,13209100.0,sz50
125,2007-07-12,2945.14,2969.57,2985.04,2932.43,13450000.0,sz50
126,2007-07-13,2976.54,2970.34,2981.48,2939.78,11825500.0,sz50
127,2007-07-16,2974.92,2878.36,2980.92,2877.54,11347300.0,sz50
128,2007-07-17,2872.81,2956.5,2969.2,2847.4,14008500.0,sz50
129,2007-07-18,2944.07,2978.9,3017.91,2932.12,23461000.0,sz50
130,2007-07-19,2971.35,2972.5,2998.42,2953.83,13434600.0,sz50
131,2007-07-20,2972.68,3102.79,3104.77,2972.68,25710100.0,sz50
132,2007-07-23,3133.28,3225.64,3227.49,3133.28,40967800.0,sz50
133,2007-07-24,3242.2,3226.96,3280.75,3210.0,32048800.0,sz50
134,2007-07-25,3229.29,3304.75,3305.91,3229.24,28083500.0,sz50
135,2007-07-26,3323.37,3315.02,3336.94,3286.49,25945900.0,sz50
136,2007-07-27,3285.68,3293.38,3306.15,3249.35,26207000.0,sz50
137,2007-07-30,3294.68,3359.71,3372.61,3290.85,32022500.0,sz50
138,2007-07-31,3347.62,3391.86,3394.88,3314.76,27216000.0,sz50
139,2007-08-01,3408.53,3281.34,3430.05,3267.68,32070200.0,sz50
140,2007-08-02,3298.63,3362.46,3388.51,3279.47,25344100.0,sz50
141,2007-08-03,3390.01,3520.14,3521.97,3390.01,36883500.0,sz50
142,2007-08-06,3552.0,3595.03,3608.4,3539.07,31452500.0,sz50
143,2007-08-07,3606.59,3612.7,3641.23,3562.48,34724400.0,sz50
144,2007-08-08,3578.24,3596.28,3654.44,3533.77,48866800.0,sz50
145,2007-08-09,3598.21,3704.58,3723.48,3596.18,37378100.0,sz50
146,2007-08-10,3700.92,3707.92,3739.02,3634.99,35559200.0,sz50
147,2007-08-13,3717.53,3740.57,3796.17,3690.62,48317200.0,sz50
148,2007-08-14,3740.01,3787.11,3793.68,3715.26,29190300.0,sz50
149,2007-08-15,3782.62,3799.24,3823.94,3712.86,29071700.0,sz50
150,2007-08-16,3775.36,3698.95,3782.85,3660.61,30289200.0,sz50
151,2007-08-17,3674.42,3606.53,3758.54,3597.59,30543700.0,sz50
152,2007-08-20,3718.2,3831.05,3831.5,3709.52,30273400.0,sz50
153,2007-08-21,3851.38,3903.66,3924.82,3849.42,32191500.0,sz50
154,2007-08-22,3839.1,3949.83,3972.03,3830.5,27213200.0,sz50
155,2007-08-23,3962.64,4013.34,4033.74,3925.24,24520100.0,sz50
156,2007-08-24,4037.18,4104.66,4120.75,4032.25,30170200.0,sz50
157,2007-08-27,4128.74,4134.69,4188.18,4091.61,35351200.0,sz50
158,2007-08-28,4119.24,4147.86,4164.82,4058.0,31400300.0,sz50
159,2007-08-29,4113.9,4080.08,4158.74,4059.01,27731300.0,sz50
160,2007-08-30,4104.51,4111.29,4147.96,4086.62,22501000.0,sz50
161,2007-08-31,4118.81,4150.17,4158.99,4070.87,25206700.0,sz50
162,2007-09-03,4176.86,4240.64,4252.75,4176.86,32231000.0,sz50
163,2007-09-04,4226.94,4166.85,4245.94,4144.54,34232400.0,sz50
164,2007-09-05,4162.57,4147.75,4191.83,4074.29,26620200.0,sz50
165,2007-09-06,4166.91,4204.8,4243.08,4155.39,31346000.0,sz50
166,2007-09-07,4186.44,4111.93,4205.61,4099.74,33351400.0,sz50
167,2007-09-10,4052.55,4172.81,4182.19,4020.71,26919100.0,sz50
168,2007-09-11,4182.72,3992.03,4199.27,3968.23,28029000.0,sz50
169,2007-09-12,3977.02,4035.72,4056.17,3939.35,24706800.0,sz50
170,2007-09-13,4056.19,4143.12,4145.11,4042.96,24461200.0,sz50
171,2007-09-14,4148.08,4165.57,4177.87,4079.18,24654000.0,sz50
172,2007-09-17,4170.95,4237.92,4244.98,4170.33,29968700.0,sz50
173,2007-09-18,4261.45,4204.7,4269.59,4145.84,31321000.0,sz50
174,2007-09-19,4212.19,4161.59,4226.37,4121.72,22045200.0,sz50
175,2007-09-20,4171.67,4222.42,4237.52,4169.91,22526700.0,sz50
176,2007-09-21,4227.33,4197.04,4232.1,4118.33,25140900.0,sz50
177,2007-09-24,4201.42,4231.75,4245.97,4134.27,21801300.0,sz50
178,2007-09-25,4246.9,4193.06,4265.37,4169.82,17469300.0,sz50
179,2007-09-26,4177.27,4140.32,4245.9,4128.26,15044900.0,sz50
180,2007-09-27,4142.07,4189.12,4190.4,4130.03,13231800.0,sz50
181,2007-09-28,4229.6,4307.42,4315.35,4229.6,21021000.0,sz50
182,2007-10-08,4407.5,4401.28,4444.69,4347.76,35718100.0,sz50
183,2007-10-09,4393.47,4425.7,4438.56,4351.9,24981300.0,sz50
184,2007-10-10,4444.67,4445.96,4524.45,4413.63,32285300.0,sz50
185,2007-10-11,4458.19,4577.88,4579.65,4439.24,34248900.0,sz50
186,2007-10-12,4601.98,4578.69,4633.81,4391.14,38403500.0,sz50
187,2007-10-15,4606.48,4694.31,4695.83,4572.43,36665900.0,sz50
188,2007-10-16,4726.08,4731.83,4772.93,4688.26,37169500.0,sz50
189,2007-10-17,4713.75,4684.11,4744.78,4647.89,23614800.0,sz50
190,2007-10-18,4676.52,4508.66,4684.86,4481.01,23828100.0,sz50
191,2007-10-19,4545.63,4494.56,4594.7,4454.15,17656000.0,sz50
192,2007-10-22,4441.53,4390.27,4479.05,4374.12,15650300.0,sz50
193,2007-10-23,4388.24,4475.44,4478.73,4342.03,21038100.0,sz50
194,2007-10-24,4496.51,4550.56,4598.89,4486.68,23219800.0,sz50
195,2007-10-25,4511.51,4364.12,4534.4,4352.94,23511700.0,sz50
196,2007-10-26,4321.68,4429.98,4460.65,4313.8,15459300.0,sz50
197,2007-10-29,4453.33,4527.12,4534.71,4451.91,17849700.0,sz50
198,2007-10-30,4538.11,4592.33,4593.34,4476.28,20207200.0,sz50
199,2007-10-31,4652.96,4627.78,4667.32,4564.66,24412600.0,sz50
200,2007-11-01,4648.69,4607.22,4668.73,4602.51,25190900.0,sz50
201,2007-11-02,4536.22,4543.16,4599.39,4500.49,23524200.0,sz50
202,2007-11-05,4517.23,4410.97,4547.89,4389.5,18090000.0,sz50
203,2007-11-06,4371.91,4344.89,4428.32,4324.23,13832800.0,sz50
204,2007-11-07,4367.62,4383.63,4400.62,4276.76,14431500.0,sz50
205,2007-11-08,4353.19,4154.97,4353.19,4150.97,17279700.0,sz50
206,2007-11-09,4110.22,4139.57,4198.25,4058.88,17815300.0,sz50
207,2007-11-12,4025.83,4107.34,4143.33,3951.33,19934400.0,sz50
208,2007-11-13,4145.53,4071.3,4206.46,4006.06,18493500.0,sz50
209,2007-11-14,4142.52,4247.16,4249.4,4063.51,17039500.0,sz50
210,2007-11-15,4227.75,4201.79,4269.76,4190.73,13399100.0,sz50
211,2007-11-16,4124.42,4133.35,4163.96,4066.54,9028170.0,sz50
212,2007-11-19,4141.2,4086.38,4155.69,4066.75,11361100.0,sz50
213,2007-11-20,4059.19,4136.08,4167.59,4006.47,14775300.0,sz50
214,2007-11-21,4150.84,4064.78,4186.29,4061.83,10726100.0,sz50
215,2007-11-22,3988.14,3895.95,4039.7,3881.45,12367200.0,sz50
216,2007-11-23,3865.41,3961.37,3962.7,3844.18,9675200.0,sz50
217,2007-11-26,4020.65,3910.46,4038.48,3904.75,10568200.0,sz50
218,2007-11-27,3874.77,3829.73,3917.55,3827.42,9133600.0,sz50
219,2007-11-28,3839.51,3784.28,3873.78,3757.96,11197300.0,sz50
220,2007-11-29,3840.39,3975.71,3977.89,3796.25,19505500.0,sz50
221,2007-11-30,3968.67,3880.34,3968.67,3867.11,13425800.0,sz50
222,2007-12-03,3859.85,3910.13,3943.5,3838.49,10377000.0,sz50
223,2007-12-04,3921.91,3963.19,4018.65,3921.91,10796000.0,sz50
224,2007-12-05,3963.56,4070.82,4074.96,3954.69,14022300.0,sz50
225,2007-12-06,4085.04,4070.16,4094.25,4037.28,9679350.0,sz50
226,2007-12-07,4076.44,4122.06,4128.78,4075.45,9954550.0,sz50
227,2007-12-10,4052.38,4165.86,4172.17,4040.56,17395500.0,sz50
228,2007-12-11,4197.7,4159.43,4216.53,4097.27,15639800.0,sz50
229,2007-12-12,4130.77,4083.59,4132.11,4049.1,15361700.0,sz50
230,2007-12-13,4061.42,3948.74,4075.67,3944.81,13572100.0,sz50
231,2007-12-14,3901.57,4008.88,4010.5,3881.5,11638600.0,sz50
232,2007-12-17,4002.99,3876.14,4003.26,3871.47,14108000.0,sz50
233,2007-12-18,3849.2,3849.15,3895.36,3826.92,8728579.0,sz50
234,2007-12-19,3893.22,3953.05,3967.67,3879.71,13497600.0,sz50
